Date,High,Low,Open,Close,Volume,Adj Close
2015-02-05,3251.2119140625,3135.819091796875,3251.2119140625,3136.531005859375,306100,3136.531005859375
2015-02-06,3129.5390625,3052.93896484375,3120.090087890625,3075.906982421875,246700,3075.906982421875
2015-02-09,3119.033935546875,3049.111083984375,3063.510009765625,3095.1240234375,206100,3095.1240234375
2015-02-10,3142.09912109375,3084.2529296875,3090.489990234375,3141.593017578125,193800,3141.593017578125
2015-02-11,3166.4208984375,3139.052001953125,3145.764892578125,3157.7041015625,172800,3157.7041015625
2015-02-12,3181.76611328125,3134.243896484375,3157.958984375,3173.416015625,194600,3173.416015625
2015-02-13,3237.158935546875,3182.7939453125,3186.80810546875,3203.826904296875,261300,3203.826904296875
2015-02-16,3228.845947265625,3195.884033203125,3206.136962890625,3222.363037109375,223800,3222.363037109375
2015-02-17,3255.72509765625,3230.77197265625,3230.884033203125,3246.906005859375,228300,3246.906005859375
2015-02-25,3257.222900390625,3215.552001953125,3256.47900390625,3228.843017578125,233300,3228.843017578125
2015-02-26,3300.615966796875,3202.18798828125,3222.15087890625,3298.35888671875,301300,3298.35888671875
2015-02-27,3324.5458984375,3291.007080078125,3296.8310546875,3310.302978515625,299200,3310.302978515625
2015-03-02,3336.760009765625,3298.6689453125,3332.720947265625,3336.284912109375,346400,3336.284912109375
2015-03-03,3317.695068359375,3260.428955078125,3317.695068359375,3263.052001953125,382000,3263.052001953125
2015-03-04,3286.587890625,3250.48388671875,3264.181884765625,3279.532958984375,293600,3279.532958984375
2015-03-05,3266.637939453125,3221.666015625,3264.0849609375,3248.47607421875,320700,3248.47607421875
2015-03-06,3266.93310546875,3234.532958984375,3248.035888671875,3241.18701171875,282900,3241.18701171875
2015-03-09,3307.701904296875,3198.3701171875,3224.31396484375,3302.407958984375,321500,3302.407958984375
2015-03-10,3309.9150390625,3277.094970703125,3289.0849609375,3286.068115234375,285800,3286.068115234375
2015-03-11,3325.053955078125,3278.470947265625,3289.593994140625,3290.89990234375,283000,3290.89990234375
2015-03-12,3360.053955078125,3300.488037109375,3314.81298828125,3349.322998046875,357300,3349.322998046875
2015-03-13,3391.2548828125,3352.14990234375,3359.488037109375,3372.910888671875,328400,3372.910888671875
2015-03-16,3449.304931640625,3377.0869140625,3391.157958984375,3449.304931640625,399100,3449.304931640625
2015-03-17,3504.123046875,3459.694091796875,3469.60302734375,3502.846923828125,520900,3502.846923828125
2015-03-18,3577.662109375,3503.85302734375,3510.5009765625,3577.301025390625,545200,3577.301025390625
2015-03-19,3600.68408203125,3546.843994140625,3576.01904296875,3582.27099609375,537300,3582.27099609375
2015-03-20,3632.337890625,3569.3798828125,3587.083984375,3617.318115234375,516700,3617.318115234375
2015-03-23,3688.2490234375,3635.485107421875,3640.10400390625,3687.72802734375,536100,3687.72802734375
2015-03-24,3715.873046875,3600.697998046875,3692.569091796875,3691.409912109375,639600,3691.409912109375
2015-03-25,3693.15087890625,3634.55908203125,3680.952880859375,3660.72705078125,521900,3660.72705078125
2015-03-26,3707.318115234375,3615.010986328125,3641.94189453125,3682.094970703125,488600,3682.094970703125
2015-03-27,3710.47705078125,3656.8310546875,3686.134033203125,3691.095947265625,408900,3691.095947265625
2015-03-30,3795.93505859375,3710.612060546875,3710.612060546875,3786.568115234375,564700,3786.568115234375
2015-03-31,3835.56689453125,3737.04296875,3822.987060546875,3747.89892578125,561700,3747.89892578125
2015-04-01,3817.08203125,3742.212890625,3748.340087890625,3810.2939453125,447500,3810.2939453125
2015-04-02,3835.450927734375,3775.89404296875,3827.68896484375,3825.783935546875,479300,3825.783935546875
2015-04-03,3864.405029296875,3792.2109375,3803.383056640625,3863.928955078125,473000,3863.928955078125
2015-04-07,3961.666015625,3891.72802734375,3899.419921875,3961.3779296875,570400,3961.3779296875
2015-04-08,4000.219970703125,3903.64794921875,3976.531982421875,3994.81103515625,618100,3994.81103515625
2015-04-09,4016.39599609375,3900.027099609375,4006.1298828125,3957.533935546875,585200,3957.533935546875
2015-04-10,4040.347900390625,3929.319091796875,3947.491943359375,4034.31005859375,484300,4034.31005859375
2015-04-13,4128.07177734375,4057.29296875,4072.722900390625,4121.71484375,589800,4121.71484375
2015-04-14,4168.34619140625,4091.257080078125,4125.7822265625,4135.56494140625,610700,4135.56494140625
2015-04-15,4175.494140625,4069.007080078125,4135.64794921875,4084.1630859375,613000,4084.1630859375
2015-04-16,4195.30517578125,4031.243896484375,4055.916015625,4194.8232421875,551200,4194.8232421875
2015-04-17,4317.22314453125,4238.91015625,4254.72314453125,4287.2958984375,701700,4287.2958984375
2015-04-20,4356.0009765625,4190.68115234375,4301.35205078125,4217.0771484375,857100,4217.0771484375
2015-04-21,4294.375,4188.56884765625,4212.18505859375,4293.623046875,634500,4293.623046875
2015-04-22,4400.19287109375,4297.951171875,4304.59716796875,4398.494140625,680300,4398.494140625
2015-04-23,4444.41015625,4358.84423828125,4414.48486328125,4414.5078125,667300,4414.5078125
2015-04-24,4416.3759765625,4318.119140625,4355.951171875,4393.68603515625,628600,4393.68603515625
2015-04-27,4529.73486328125,4441.92919921875,4441.92919921875,4527.39599609375,671100,4527.39599609375
2015-04-28,4572.39111328125,4432.90380859375,4527.634765625,4476.21484375,767700,4476.21484375
2015-04-29,4499.94482421875,4398.63916015625,4446.119140625,4476.6201171875,519800,4476.6201171875
2015-04-30,4507.34423828125,4441.05419921875,4483.01318359375,4441.65478515625,526700,4441.65478515625
2015-05-04,4487.56982421875,4387.42578125,4441.3427734375,4480.4638671875,494200,4480.4638671875
2015-05-05,4488.865234375,4282.23681640625,4479.84814453125,4298.7060546875,572900,4298.7060546875
2015-05-06,4376.35302734375,4187.3681640625,4311.64111328125,4229.26611328125,481700,4229.26611328125
2015-05-07,4213.76416015625,4108.0087890625,4197.89599609375,4112.2138671875,394600,4112.2138671875
2015-05-08,4206.85986328125,4099.0419921875,4152.98388671875,4205.9169921875,397400,4205.9169921875
2015-05-11,4334.876953125,4187.81982421875,4231.27099609375,4333.583984375,488800,4333.583984375
2015-05-12,4402.30908203125,4317.97509765625,4342.3701171875,4401.21923828125,521900,4401.21923828125
2015-05-13,4415.62890625,4342.48095703125,4402.3779296875,4375.759765625,510500,4375.759765625
2015-05-14,4397.7451171875,4329.0419921875,4372.81591796875,4378.31103515625,449100,4378.31103515625
2015-05-15,4366.82177734375,4278.55322265625,4366.82177734375,4308.69091796875,439700,4308.69091796875
2015-05-18,4324.826171875,4260.5087890625,4277.89501953125,4283.4912109375,380100,4283.4912109375
2015-05-19,4418.40283203125,4285.77685546875,4285.77685546875,4417.5517578125,436700,4417.5517578125
2015-05-20,4520.5380859375,4432.27880859375,4434.97900390625,4446.2880859375,514100,4446.2880859375
2015-05-21,4530.47802734375,4438.2578125,4456.43505859375,4529.421875,465000,4529.421875
2015-05-22,4658.27294921875,4562.98876953125,4584.98388671875,4657.59619140625,655600,4657.59619140625
2015-05-25,4814.671875,4656.8251953125,4660.0751953125,4813.7978515625,682500,4813.7978515625
2015-05-26,4911.68505859375,4779.0751953125,4854.85009765625,4910.89697265625,704900,4910.89697265625
2015-05-27,4958.15576171875,4857.05615234375,4932.84619140625,4941.7138671875,681200,4941.7138671875
2015-05-28,4986.5029296875,4614.2412109375,4943.7421875,4620.26611328125,783000,4620.26611328125
2015-05-29,4698.19287109375,4431.56298828125,4603.46484375,4611.744140625,611300,4611.744140625
2015-06-01,4829.501953125,4615.23095703125,4633.09814453125,4828.73779296875,593400,4828.73779296875
2015-06-02,4911.57421875,4797.5517578125,4844.7041015625,4910.52685546875,623700,4910.52685546875
2015-06-03,4942.06494140625,4822.44189453125,4924.380859375,4909.97802734375,611500,4909.97802734375
2015-06-04,4947.96484375,4647.4072265625,4912.94482421875,4947.10205078125,675000,4947.10205078125
2015-06-05,5051.6259765625,4898.06787109375,5016.087890625,5023.09619140625,772200,5023.09619140625
2015-06-08,5146.94921875,4997.48095703125,5045.69384765625,5131.880859375,855000,5131.880859375
2015-06-09,5147.4541015625,5042.962890625,5145.97802734375,5113.5341796875,729900,5113.5341796875
2015-06-10,5164.162109375,5001.48876953125,5049.19677734375,5106.0361328125,597000,5106.0361328125
2015-06-11,5122.45703125,5050.76513671875,5101.43994140625,5121.5927734375,564000,5121.5927734375
2015-06-12,5178.19091796875,5103.40087890625,5143.3427734375,5166.35009765625,625600,5166.35009765625
2015-06-15,5176.794921875,5048.7421875,5174.41796875,5062.9931640625,637800,5062.9931640625
2015-06-16,5029.68408203125,4842.10009765625,5004.412109375,4887.43212890625,550800,4887.43212890625
2015-06-17,4983.658203125,4767.2158203125,4890.55078125,4967.89794921875,537100,4967.89794921875
2015-06-18,4966.76708984375,4780.873046875,4942.52001953125,4785.35595703125,507400,4785.35595703125
2015-06-19,4744.0810546875,4476.5009765625,4689.92919921875,4478.36376953125,452700,4478.36376953125
2015-06-23,4577.93896484375,4264.77197265625,4471.61279296875,4576.4921875,473500,4576.4921875
2015-06-24,4691.76806640625,4552.12890625,4604.5791015625,4690.14990234375,543000,4690.14990234375
2015-06-25,4720.701171875,4483.5478515625,4711.76318359375,4527.77880859375,572800,4527.77880859375
2015-06-26,4456.89599609375,4139.52978515625,4399.93310546875,4192.873046875,565200,4192.873046875
2015-06-29,4297.47509765625,3875.050048828125,4289.77099609375,4053.030029296875,673800,4053.030029296875
2015-06-30,4279.96923828125,3847.8798828125,4006.75390625,4277.22216796875,709200,4277.22216796875
2015-07-01,4317.05322265625,4043.366943359375,4214.14990234375,4053.699951171875,598800,4053.699951171875
2015-07-02,4080.386962890625,3795.2529296875,4058.6240234375,3912.76708984375,586000,3912.76708984375
2015-07-03,3927.1279296875,3629.555908203125,3793.7119140625,3686.9150390625,548200,3686.9150390625
2015-07-06,3975.214111328125,3653.037109375,3975.214111328125,3775.912109375,831100,3775.912109375
2015-07-07,3750.570068359375,3585.39892578125,3654.778076171875,3727.125,698800,3727.125
2015-07-08,3599.2529296875,3421.52490234375,3467.39892578125,3507.19189453125,680400,3507.19189453125
2015-07-09,3748.47900390625,3373.5400390625,3432.4541015625,3709.330078125,656900,3709.330078125
2015-07-10,3959.219970703125,3677.43505859375,3707.4580078125,3877.802978515625,586400,3877.802978515625
2015-07-13,4030.195068359375,3858.636962890625,3918.989990234375,3970.387939453125,643500,3970.387939453125
2015-07-14,4035.43505859375,3855.56005859375,3958.373046875,3924.487060546875,670600,3924.487060546875
2015-07-15,3914.27294921875,3741.25,3874.968017578125,3805.702880859375,601300,3805.702880859375
2015-07-16,3877.513916015625,3688.44189453125,3758.5048828125,3823.176025390625,492300,3823.176025390625
2015-07-17,3994.47705078125,3814.14697265625,3831.4208984375,3957.35205078125,481700,3957.35205078125
2015-07-20,4021.325927734375,3927.12109375,3948.4208984375,3992.110107421875,539100,3992.110107421875
2015-07-21,4041.819091796875,3912.801025390625,3939.89794921875,4017.675048828125,504300,4017.675048828125
2015-07-22,4042.337890625,3960.864013671875,3996.427001953125,4026.044921875,520700,4026.044921875
2015-07-23,4132.61181640625,4019.0380859375,4022.26806640625,4123.9228515625,563600,4123.9228515625
2015-07-24,4184.44921875,4044.8310546875,4124.7548828125,4070.907958984375,627400,4070.907958984375
2015-07-27,4051.158935546875,3720.444091796875,3985.570068359375,3725.55810546875,556000,3725.55810546875
2015-07-28,3762.52587890625,3537.35791015625,3573.14306640625,3663.001953125,563300,3663.001953125
2015-07-29,3792.072021484375,3612.06396484375,3689.824951171875,3789.16796875,434400,3789.16796875
2015-07-30,3844.3740234375,3685.9560546875,3773.7880859375,3705.76611328125,457900,3705.76611328125
2015-07-31,3729.511962890625,3620.1650390625,3655.6669921875,3663.72607421875,351000,3663.72607421875
2015-08-03,3648.943115234375,3549.49609375,3614.989990234375,3622.905029296875,364000,3622.905029296875
2015-08-04,3757.029052734375,3601.2890625,3621.85498046875,3756.544921875,362900,3756.544921875
2015-08-05,3782.35205078125,3676.389892578125,3745.64599609375,3694.572998046875,366400,3694.572998046875
2015-08-06,3710.570068359375,3614.741943359375,3625.50390625,3661.5390625,274100,3661.5390625
2015-08-07,3756.739990234375,3686.300048828125,3692.614013671875,3744.205078125,340800,3744.205078125
2015-08-10,3943.6240234375,3775.85400390625,3786.032958984375,3928.4150390625,497300,3928.4150390625
2015-08-11,3970.3369140625,3891.178955078125,3928.80810546875,3927.907958984375,538900,3927.907958984375
2015-08-12,3937.77197265625,3871.135986328125,3881.22802734375,3886.320068359375,442700,3886.320068359375
2015-08-13,3955.7890625,3838.158935546875,3869.910888671875,3954.555908203125,430100,3954.555908203125
2015-08-14,4000.68408203125,3939.8349609375,3976.405029296875,3965.3349609375,468000,3965.3349609375
2015-08-17,3994.537109375,3907.39892578125,3947.843994140625,3993.66796875,460400,3993.66796875
2015-08-18,4006.3369140625,3743.39404296875,3999.134033203125,3748.1640625,543800,3748.1640625
2015-08-19,3811.427001953125,3558.383056640625,3646.802978515625,3794.10888671875,475400,3794.10888671875
2015-08-20,3788.0048828125,3663.60693359375,3754.56689453125,3664.291015625,390100,3664.291015625
2015-08-21,3652.8369140625,3490.5400390625,3609.958984375,3507.743896484375,369900,3507.743896484375
2015-08-24,3388.364013671875,3191.87890625,3373.47802734375,3209.905029296875,334700,3209.905029296875
2015-08-25,3123.033935546875,2947.944091796875,3004.1259765625,2964.967041015625,352300,2964.967041015625
2015-08-26,3092.041015625,2850.714111328125,2980.7939453125,2927.2880859375,466700,2927.2880859375
2015-08-27,3085.422119140625,2906.489990234375,2978.030029296875,3083.591064453125,400300,3083.591064453125
2015-08-28,3235.839111328125,3102.945068359375,3125.263916015625,3232.35009765625,443100,3232.35009765625
2015-08-31,3207.862060546875,3109.1630859375,3203.55908203125,3205.986083984375,397400,3205.986083984375
2015-09-01,3180.3310546875,3053.738037109375,3157.83203125,3166.6240234375,432400,3166.6240234375
2015-09-02,3194.485107421875,3019.0869140625,3027.677978515625,3160.1669921875,438200,3160.1669921875
2015-09-07,3217.5791015625,3066.303955078125,3149.3798828125,3080.419921875,296500,3080.419921875
2015-09-08,3174.708984375,3011.116943359375,3054.444091796875,3170.451904296875,255400,3170.451904296875
2015-09-09,3256.742919921875,3165.696044921875,3182.552001953125,3243.089111328125,375300,3243.089111328125
2015-09-10,3243.281005859375,3178.904052734375,3190.552978515625,3197.89306640625,273300,3197.89306640625
2015-09-11,3223.761962890625,3163.448974609375,3189.47900390625,3200.23388671875,224600,3200.23388671875
2015-09-14,3229.48193359375,3049.22998046875,3221.1650390625,3114.798095703125,346600,3114.798095703125
2015-09-15,3081.702880859375,2983.919921875,3043.804931640625,3005.172119140625,249200,3005.172119140625
2015-09-16,3182.93408203125,2983.534912109375,2998.035888671875,3152.262939453125,277500,3152.262939453125
2015-09-17,3204.701904296875,3085.31396484375,3131.98193359375,3086.06103515625,317600,3086.06103515625
2015-09-18,3122.048095703125,3070.3359375,3100.280029296875,3097.9169921875,209200,3097.9169921875
2015-09-21,3159.883056640625,3060.85595703125,3072.093994140625,3156.5400390625,239900,3156.5400390625
2015-09-22,3213.47607421875,3152.48095703125,3161.318115234375,3185.618896484375,274800,3185.618896484375
2015-09-23,3164.041015625,3104.743896484375,3137.722900390625,3115.887939453125,236300,3115.887939453125
2015-09-24,3151.1650390625,3109.69091796875,3126.490966796875,3142.68701171875,212900,3142.68701171875
2015-09-25,3149.947998046875,3062.9951171875,3130.85107421875,3092.346923828125,236300,3092.346923828125
2015-09-28,3103.069091796875,3042.31005859375,3085.56689453125,3100.756103515625,156700,3100.756103515625
2015-09-29,3068.298095703125,3021.156982421875,3055.218017578125,3038.136962890625,163200,3038.136962890625
2015-09-30,3073.300048828125,3039.741943359375,3052.841064453125,3052.781005859375,146600,3052.781005859375
2015-10-08,3172.281005859375,3133.126953125,3156.074951171875,3143.35693359375,234300,3143.35693359375
2015-10-09,3192.717041015625,3137.7880859375,3146.64404296875,3183.152099609375,234900,3183.152099609375
2015-10-12,3318.714111328125,3188.406982421875,3193.5400390625,3287.662109375,386300,3287.662109375
2015-10-13,3298.6259765625,3253.2490234375,3262.156005859375,3293.22998046875,297200,3293.22998046875
2015-10-14,3307.31494140625,3256.2529296875,3280.02001953125,3262.44091796875,295100,3262.44091796875
2015-10-15,3338.297119140625,3254.39208984375,3255.031982421875,3338.072998046875,316300,3338.072998046875
2015-10-16,3393.01806640625,3334.85400390625,3358.297119140625,3391.35205078125,395500,3391.35205078125
2015-10-19,3423.402099609375,3355.56591796875,3401.626953125,3386.699951171875,378100,3386.699951171875
2015-10-20,3425.51611328125,3357.861083984375,3377.547119140625,3425.330078125,319000,3425.330078125
2015-10-21,3447.258056640625,3265.43603515625,3428.56103515625,3320.676025390625,458500,3320.676025390625
2015-10-22,3373.77587890625,3282.992919921875,3292.291015625,3368.739013671875,323700,3368.739013671875
2015-10-23,3422.02197265625,3360.218017578125,3377.548095703125,3412.43408203125,347400,3412.43408203125
2015-10-26,3457.51708984375,3402.0,3448.64892578125,3429.5810546875,365600,3429.5810546875
2015-10-27,3441.56494140625,3332.615966796875,3409.136962890625,3434.3359375,328200,3434.3359375
2015-10-28,3439.758056640625,3367.23095703125,3417.010986328125,3375.196044921875,293500,3375.196044921875
2015-10-29,3411.714111328125,3362.509033203125,3387.77392578125,3387.31494140625,235700,3387.31494140625
2015-10-30,3417.200927734375,3346.591064453125,3380.283935546875,3382.56103515625,243600,3382.56103515625
2015-11-02,3391.06396484375,3322.31201171875,3337.577880859375,3325.0849609375,231000,3325.0849609375
2015-11-03,3346.27490234375,3302.18408203125,3330.31591796875,3316.695068359375,192900,3316.695068359375
2015-11-04,3459.64599609375,3325.618896484375,3325.618896484375,3459.639892578125,339100,3459.639892578125
2015-11-05,3585.656982421875,3455.52490234375,3459.215087890625,3522.819091796875,553300,3522.819091796875
2015-11-06,3596.382080078125,3508.826904296875,3514.43603515625,3590.031982421875,429200,3590.031982421875
2015-11-09,3673.760009765625,3588.498046875,3588.498046875,3646.881103515625,503000,3646.881103515625
2015-11-10,3669.532958984375,3607.89111328125,3617.39599609375,3640.485107421875,429700,3640.485107421875
2015-11-11,3654.876953125,3605.62109375,3635.00390625,3650.2490234375,361000,3650.2490234375
2015-11-12,3659.31494140625,3603.22802734375,3656.81689453125,3632.902099609375,361700,3632.902099609375
2015-11-13,3632.555908203125,3564.80908203125,3600.763916015625,3580.839111328125,345900,3580.839111328125
2015-11-16,3607.612060546875,3519.4208984375,3522.4609375,3606.95703125,276200,3606.95703125
2015-11-17,3678.27294921875,3598.068115234375,3629.97705078125,3604.794921875,383600,3604.794921875
2015-11-18,3617.069091796875,3558.697021484375,3605.06103515625,3568.468017578125,297600,3568.468017578125
2015-11-19,3618.212890625,3561.0439453125,3573.77587890625,3617.06201171875,247900,3617.06201171875
2015-11-20,3640.529052734375,3607.9150390625,3620.791015625,3630.5,310800,3630.5
2015-11-23,3654.75390625,3598.87109375,3630.866943359375,3610.31494140625,316000,3610.31494140625
2015-11-24,3616.48388671875,3563.10400390625,3602.886962890625,3616.113037109375,248800,3616.113037109375
2015-11-25,3648.366943359375,3607.51806640625,3614.068115234375,3647.929931640625,273000,3647.929931640625
2015-11-26,3668.3759765625,3629.864990234375,3659.573974609375,3635.552001953125,306800,3635.552001953125
2015-11-27,3621.89697265625,3412.427001953125,3616.5439453125,3436.302978515625,354300,3436.302978515625
2015-11-30,3470.37109375,3327.81201171875,3433.85498046875,3445.405029296875,304200,3445.405029296875
2015-12-01,3483.4140625,3417.544921875,3442.44091796875,3456.30908203125,252400,3456.30908203125
2015-12-02,3538.846923828125,3427.660888671875,3450.278076171875,3536.905029296875,301500,3536.905029296875
2015-12-03,3591.72998046875,3517.22998046875,3525.72705078125,3584.823974609375,281100,3584.823974609375
2015-12-04,3568.969970703125,3510.412109375,3558.14892578125,3524.991943359375,251700,3524.991943359375
2015-12-07,3543.945068359375,3506.625,3529.805908203125,3536.927001953125,208300,3536.927001953125
2015-12-08,3518.64794921875,3466.7900390625,3518.64794921875,3470.070068359375,224400,3470.070068359375
2015-12-09,3495.701904296875,3454.87890625,3462.5830078125,3472.43896484375,195700,3472.43896484375
2015-12-10,3503.654052734375,3446.27294921875,3469.805908203125,3455.4951171875,200400,3455.4951171875
2015-12-11,3455.548095703125,3410.924072265625,3441.596923828125,3434.5810546875,182900,3434.5810546875
2015-12-14,3521.779052734375,3399.280029296875,3403.507080078125,3520.66796875,215400,3520.66796875
2015-12-15,3529.9609375,3496.85400390625,3518.1259765625,3510.35400390625,200500,3510.35400390625
2015-12-16,3538.68896484375,3506.291015625,3522.091064453125,3516.18701171875,193500,3516.18701171875
2015-12-17,3583.407958984375,3533.6279296875,3533.6279296875,3579.9990234375,283900,3579.9990234375
2015-12-18,3614.697998046875,3568.160888671875,3574.93994140625,3578.964111328125,273700,3578.964111328125
2015-12-21,3651.055908203125,3565.7509765625,3568.5810546875,3642.471923828125,299800,3642.471923828125
2015-12-22,3652.635009765625,3616.8701171875,3645.989990234375,3651.76708984375,261200,3651.76708984375
2015-12-23,3684.56689453125,3633.02490234375,3653.281982421875,3636.089111328125,298200,3636.089111328125
2015-12-24,3640.220947265625,3572.277099609375,3631.31298828125,3612.485107421875,227800,3612.485107421875
2015-12-25,3635.256103515625,3601.738037109375,3614.053955078125,3628.0009765625,192500,3628.0009765625
2015-12-28,3641.587890625,3533.779052734375,3635.76904296875,3533.779052734375,270000,3533.779052734375
2015-12-29,3564.1708984375,3515.52001953125,3528.39501953125,3563.736083984375,182600,3563.736083984375
2015-12-30,3573.68408203125,3538.112060546875,3566.73095703125,3572.8759765625,187900,3572.8759765625
2015-12-31,3580.60205078125,3538.35302734375,3570.467041015625,3539.181884765625,177000,3539.181884765625
2016-01-04,3538.68896484375,3295.740966796875,3536.589111328125,3296.258056640625,184400,3296.258056640625
2016-01-05,3328.138916015625,3189.60498046875,3196.65087890625,3287.7109375,266900,3287.7109375
2016-01-06,3362.97412109375,3288.93310546875,3291.195068359375,3361.840087890625,238900,3361.840087890625
2016-01-07,3309.656982421875,3115.885009765625,3309.656982421875,3125.001953125,70600,3125.001953125
2016-01-08,3235.450927734375,3056.8779296875,3194.625,3186.412109375,286400,3186.412109375
2016-01-11,3166.215087890625,3016.697021484375,3131.85302734375,3016.7041015625,271600,3016.7041015625
2016-01-12,3047.6640625,2978.462890625,3026.158935546875,3022.861083984375,207700,3022.861083984375
2016-01-13,3059.014892578125,2949.2900390625,3041.10693359375,2949.596923828125,194300,2949.596923828125
2016-01-14,3012.29296875,2867.552978515625,2874.049072265625,3007.64892578125,212900,3007.64892578125
2016-01-15,3001.7080078125,2883.867919921875,2988.048095703125,2900.969970703125,198700,2900.969970703125
2016-01-18,2945.449951171875,2844.7041015625,2847.5390625,2913.8369140625,164700,2913.8369140625
2016-01-19,3012.068115234375,2906.404052734375,2914.407958984375,3007.739013671875,205300,3007.739013671875
2016-01-20,3016.282958984375,2951.922119140625,2993.013916015625,2976.694091796875,216500,2976.694091796875
2016-01-21,2998.7900390625,2880.0849609375,2934.39111328125,2880.48193359375,191700,2880.48193359375
2016-01-22,2931.35888671875,2851.73291015625,2911.112060546875,2916.56201171875,159800,2916.56201171875
2016-01-25,2955.782958984375,2911.8291015625,2934.077880859375,2938.514892578125,153000,2938.514892578125
2016-01-26,2911.990966796875,2743.839111328125,2907.718017578125,2749.784912109375,210800,2749.784912109375
2016-01-27,2768.77197265625,2638.302001953125,2756.08203125,2735.55810546875,215700,2735.55810546875
2016-01-28,2740.535888671875,2647.492919921875,2711.157958984375,2655.660888671875,171100,2655.660888671875
2016-01-29,2755.366943359375,2649.791015625,2652.85400390625,2737.60009765625,186700,2737.60009765625
2016-02-01,2735.2548828125,2655.623046875,2730.98388671875,2688.85400390625,156400,2688.85400390625
2016-02-02,2755.158935546875,2687.98193359375,2687.98193359375,2749.570068359375,158100,2749.570068359375
2016-02-03,2746.072021484375,2696.884033203125,2719.573974609375,2739.2470703125,148400,2739.2470703125
2016-02-04,2793.298095703125,2751.31396484375,2751.431884765625,2781.02294921875,170400,2781.02294921875
2016-02-05,2790.06103515625,2762.159912109375,2783.075927734375,2763.491943359375,141200,2763.491943359375
2016-02-15,2760.35888671875,2682.090087890625,2684.9609375,2746.196044921875,129300,2746.196044921875
2016-02-16,2840.6220703125,2758.5791015625,2758.5791015625,2836.571044921875,196000,2836.571044921875
2016-02-17,2868.700927734375,2824.35595703125,2829.763916015625,2867.337890625,216900,2867.337890625
2016-02-18,2893.215087890625,2857.698974609375,2881.777099609375,2862.89306640625,219200,2862.89306640625
2016-02-19,2872.72412109375,2840.488037109375,2854.904052734375,2860.02099609375,163400,2860.02099609375
2016-02-22,2933.964111328125,2880.346923828125,2888.597900390625,2927.175048828125,232200,2927.175048828125
2016-02-23,2928.048095703125,2872.281982421875,2925.7080078125,2903.3310546875,199700,2903.3310546875
2016-02-24,2929.87109375,2872.27392578125,2889.885009765625,2928.89599609375,213400,2928.89599609375
2016-02-25,2922.237060546875,2729.85107421875,2922.237060546875,2741.2451171875,270300,2741.2451171875
2016-02-26,2784.7529296875,2715.8740234375,2760.05810546875,2767.2099609375,191100,2767.2099609375
2016-02-29,2755.889892578125,2638.962890625,2754.81396484375,2687.97900390625,207400,2687.97900390625
2016-03-01,2747.56201171875,2668.757080078125,2688.3798828125,2733.169921875,187200,2733.169921875
2016-03-02,2852.699951171875,2732.5390625,2733.76708984375,2849.680908203125,271000,2849.680908203125
2016-03-03,2878.445068359375,2840.8740234375,2847.3310546875,2859.758056640625,287500,2859.758056640625
